name,bouts,KOs
SHERZODJON ABDURAZZOKOV,6,0
MILJAN DJORDJEVIC,10,80
ERIC ABRAHAM,22,13.64
DOMINIC VIAL,11,63.64
JAKE MORGAN,2,0
RIVO RENGKUNG,75,18.67
ALEJANDRO DE LA ROSA,6,0
LIRIDON KOXHA,3,33.33
MARCO VASQUEZ,11,45.45
JOHN EDWARDSON,3,0
WOUTER DJOKIC,3,100
HENRY DELGADO,21,66.67
ISMAEL MIGUEL IZEQUILLA CABRERA,6,0
LEE ADAM ACE BARNETT,2,50
NAOYA NISHIHATA,4,50
OWEN O'NEILL,8,0
JOAQUIN ISSEL,3,66.67
DEIBIS BERROCAL,30,56.67
IRA TERRY,50,32
SHOGO NAMIKI,7,42.86
NIRATSAI PANTHONG,6,66.67
DANE ALCHIN,3,33.33
FYNNLIE JUDD,4,0
JAKE LUND,2,50
JESSE BRYAN,32,50
SCOTT MELVIN,7,14.29
IBRAHIM MAKUBI,11,27.27
KAKERU YOSHIKAWA,9,0
RAFI MAJID,13,84.62
SAID CHAKEUR,4,25
JAMES ATKINS,2,0
JUAN DE LA CRUZ RODRIGUEZ,27,25.93
RONNIE CAMPOS,16,37.5
GABRIEL SMITH,15,26.67
CONNOR VIAN,16,6.25
ROBERTO BAKAJ,6,100
JORGE ORTIZ,88,5.68
SHUNSUKE HAMADA,10,20
SADAM MAGOMEDOV,2,100
JORDAN WARNE,1,0
ADEM MEDJ,2,0
CARLOS ALBERTO MORALES,11,27.27
MAHMOUD EL SHIBANY,4,25
CLEMENT LUBRANO,10,20
JESUS MONTIEL AGUIRRE,11,27.27
WILNER SOTO,33,36.36
BARIS ERDOGAN,5,40
PEDRO ALARCON,10,70
ANDY BELTRAN,5,60
JOSE ZAMORA SOTO,14,57.14
MATTHEW KING,6,16.67
FERNANDO ALTAMIRANO MARQUEZ,12,75
JAMES WILSON,9,66.67
FRANCISCO BONILLA ZAMBRANO,23,13.04
ERIC LOMAX,6,66.67
MAKSYMILIAN GIBADLO,5,0
DEIVIS CASSERES,46,47.83
MATIAS CORIA,4,0
AMIR MASON,3,66.67
KEANE MCMAHON,10,40
MARIO MINA,15,26.67
RISHAT BAKIROV,1,0
BRYCE GOODRIDGE,6,0
CRAIG MCCARTHY,10,20
LAURENCE TITTER,2,0
LUCA DI LORETO,4,25
SERGIO LEBENSZTAJN,2,0
TODD MANUEL,41,14.63
CARLOS VANEGAS NUNEZ,6,83.33
JOSE ZAZUETA VALDEZ,26,15.38
ALEXIS DE LA CRUZ MARTINEZ,6,16.67
JR MAGBOO,27,33.33
CONOR MCINTOSH,4,0
ANDREW SMART,6,0
TAYCAN YILDIRIM,11,45.45
DANNY FLORES,42,19.05
SHABANI KIMIMBI,5,20
ALEJANDRO TORRES,15,6.67
JESUS RENDON SALOMON,31,29.03
FERNANDO EZEQUIEL FARIAS,14,28.57
ALEX TIRADO,3,66.67
JUAN MANUEL WITT,36,69.44
DANA ZAXO,7,28.57
MURAD DALKHAEV,30,26.67
ERIC PERRY,6,83.33
RODRIGO SOLIS,13,15.38
SIPHENATHI QAMPI,17,29.41
EDGAR PALACIOS CRUZ,5,20
YURY BYKHAUTSOU,38,13.16
JAVIER CARRILLO MONTES,7,42.86
IVAN OCHOA SANCHEZ,17,23.53
HASHIM REHMAN,3,0
CASEY BROWN,4,0
MANUEL MARTINEZ ALVAREZ,7,28.57
MARCO LANDEROS ORRANTIA,8,75
MASHKHURBEK KAMBAROV,7,57.14
JOSEPH POTOY,3,100
JERRY PABILA,13,30.77
JESSIE MANDAPAT,8,50
MARJHUN TABAMO,33,6.06
PARIN LUANGPON,3,33.33
OLI CASSIDY,5,0
JOSE MIGUEL TORRES PEREZ,49,26.53
ETHAN HAYES,4,25
ROBBIE CHAPMAN,30,3.33
DEMONTAZE DUNCAN,7,100
LEON WILLINGS,6,16.67
MUSAH LAWSON,9,77.78
CONNOR WRIGHT,9,11.11
RODRIGO MEDINA BOBADILLA,4,50
DYLAN BECCU,6,0
ROY FERNANDEZ,7,14.29
KAJONPONG SUWANTEE,5,80
JACOB NOE,2,50
MARLON DZEMSKI,4,50
ORVILLE CROOKS,3,66.67
LUCAS CABEO,16,0
STEPHEN SAYERS,2,100
LENNY DAVIDSON,2,0
FULGENCIO ZUNIGA,47,53.19
AKMAL UBAIDOV,3,100
DANVERS CUSCHIERI,3,33.33
MICHAEL PIROTTON,6,50
OUSMANE SYLLA,8,12.5
NORDINE ARIK,27,22.22
DANNY HALL,2,0
ABU YUSUPOV,6,66.67
AGUSTIN MARINI,2,100
NILS SCHMIDT,23,65.22
JUAN AVILA MEDINA,6,33.33
JOE STEED,9,0
OWEN BLUNDEN,8,12.5
EDUARDO LOPEZ AGUILLON,7,28.57
BAZARGUR JUGDER,16,18.75
FRANCO OLA,12,25
CONSTANTIN URSU,5,20
MARCOS LOLATA,5,40
ELIUD ORTEGA BAHENA,12,33.33
AMIN NURI,4,25
LARRY PRYOR,41,21.95
OLAJUWON ACOSTA,7,57.14
ALAUDIN HASANI,3,66.67
RICHARD HELM,14,7.14
CHRIS AVILA,2,0
JOSH GOODING,5,0
HAROLD LAGUNA FIGUEROA,6,66.67
SEAN DAVIS,33,0
CHIBUIKE OGBUAGU,5,100
PAUL CLEWES,2,0
PATRICK LOPEZ,46,43.48
ANTHONY SABALDE,25,32
JAMAL KUNOGA,7,28.57
SANTIAGO SAN EUSEBIO,11,18.18
JUAN DAVID BALBUENA,4,50
JASPER MCCARGO,9,22.22
JIMMY BORBON,23,17.39
RENSON ROBLES,27,37.04
GIRESSE WINGUI,3,66.67
MAURICIO NORIEGA VIRGEN,8,12.5
CAIN LEWIS,3,0
KELVINYER SALAZAR,20,55
ALFIE CLEGG,4,25
FRANCESCO ACATULLO,27,3.7
TRISTON BROOKES,1,100
ROLANDO SOTO,9,77.78
RAFFAELE IMPARATO,3,0
KHALID DOUZ,1,0
WILFREDO PAGAN,11,27.27
KANTEMIR KALAZHOKOV,11,0
SHAFQAT KHAN,3,0
DANIEL SOSTRE,35,14.29
EDUARDO TERCERO,17,23.53
CARNELL PORTER GILES,3,33.33
ETHAN GEORGE,3,0
RASHEED ADEYEMO,8,62.5
ETHAN COLLINS,3,0
ALLAN VILLANUEVA,14,57.14
MOHAMED DRICI,1,0
JAMES RICHARDSON,3,0
JOEY RUELAS,14,35.71
CHRISTIAN HENRIQUEZ IBARRA,21,33.33
RAMON LOPEZ MEJIA,8,75
JEYSSON MONROY,2,50
JONATHAN MORALES,11,27.27
AYRTON EZEQUIEL SEGOVIA,3,33.33
JAVIER DARIO ARAGON,7,28.57
ALBERTO MARQUEZ,7,0
RUBEN CAMPBELL,4,0
SAMAT ZHETIBAYEV,5,60
DIVANTE JONES,14,42.86
MARCO RUSSELL,12,41.67
ALFIE BEST,2,0
YOBE KAMNYONYA,16,6.25
FIGO RAMIREZ GONZALEZ,3,33.33
MATTHEW RENNIE,8,0
SHION TAMADA,11,27.27
JOSH GOTTSCHALK,5,40
NURDIN M. MAKAME,12,25
OLEKSANDR SOLOMENNIKOV,11,54.55
MOHAMMED SAMEER,4,25
DAVIT MAKARADZE,38,28.95
EDER OLIVAS ALVAREZ,8,50
CONNOR READ,2,0
DANNY TAMPIPI,27,18.52
DECLAN CAIRNS,6,16.67
JULIAN ISAIAS GOMEZ,5,80
MARTIN JIMENEZ DELGADO,15,20
BERNARDO MARIME,4,0
CALLUM STUART,4,0
AMIR ELSAEY,4,25
PRINCE NWOYE,11,27.27
CONNER SHORT,3,0
CARLOS GUERRERO ARRIAGA,5,60
GEORGE STEWART,2,0
ORLANDO TERRAZAS HUERTA,10,80
ELVIS SMAJLOVIC,30,26.67
BEAU HARTAS,9,44.44
ANGEL ABDIEL CARRANZA JIMENEZ,3,33.33
NICOLIE CAMPBELL,10,20
BOBBY DALTON,2,0
JASON MALLIA,3,33.33
AMED MEDINA,5,80
JONEL GADAPAN,30,30
JACK BAGNALL,2,0
RYAN WOOLRIDGE,3,0
EDDIE TREACY,5,40
JOE ROSWELL,3,0
JORGE CASTRO GARCIA,6,50
FRANCISCO CONTRERAS LOPEZ,47,53.19
YOSHIKI TAKAHASHI,11,27.27
ALBERTO RIZZI,6,16.67
RUSLAN BIKMENOV,1,0
ABEID ZUGO,9,88.89
FRANCESCO BAROTTI,12,8.33
JOE HAYDEN,2,0
HAKAN TOSUN,2,0
ALEXIS PECH CHE,12,33.33
ALFRITZ KAKAUHE,5,60
LUCA MICHELETTI,5,20
JOSE FLORES ALVAREZ,5,80
TYRONE WARREN,7,0
IVAN JIMENEZ,10,40
MICHAEL MCCRONE,2,0
MARCO CARDENAS,16,25
ETOUNDI MICHEL WILLIAM,10,80
JOSEPH BORYS,6,33.33
JOSH HARGREAVES,3,0
MAKSIM VILDE,3,0
FRANKLYN DWOMOH,1,0
BORISLAV IVANOV,13,38.46
LEYTON COLLYMORE,4,0
KURT JACKSON,3,0
STEPHANE BADO,3,0
SAITH COLIN FUENTES,4,0
MANUEL ORTIZ MARTINEZ,7,14.29
LUIS RUIZ SALAS,2,50
SI HYUK CHOI,4,50
SEUN SALAMI,4,75
BRYAN ALVAREZ,7,14.29
MICHAEL VILORIA,1,0
LIAM CALLANAN,15,40
LIAM O'HARE,4,0
AUSTIN DEANDA,9,66.67
JULIO IVAN CISNEROS,7,0
EMIL PAVEL POP,25,48
ADAM RIDGE,7,0
JOE KAVANAGH,4,0
JOHN KENAN VILLAFLOR,21,9.52
MAYKOL MENDOZA,10,90
TOM JAMES,2,0
TRAVIS TOLEDO,5,60
CONNOR GOODCHILD,3,33.33
JAMES WESTLEY II,4,25
PAVEL ALBRECHT,32,34.38
WILLIAMS OCANDO,34,55.88
YUSUF DUESKUEN,8,75
AHMED HATIM,3,0
ARTUSH HOVHANNISYAN,2,100
JORGE SAQUINGA,20,20
LUIS LEDEZMA ARMENDARIZ,2,0
JULIO ROSA,6,33.33
JAN PAUL RIVERA-PIZARRO,4,75
SAID BAKARI BWANGA,4,25
BENJAMIN BLINDERT,14,71.43
RYAN BITHELL,5,20
JOE CALLEA,5,60
JORGE AMAYA DIAZ,9,33.33
TOMMY FURY,8,50
CHRIS OLIVER,11,18.18
OSCAR ACEVEDO,8,0
FELIPE MUNOZ,2,0
RACHID BELLO,4,0
IOANNIS MANOS,1,0
EDGARI SARKISIANI,28,7.14
SHOJI MATSUMOTO,7,14.29
BOSKO MISIC,43,46.51
GIORGI GACHECHILADZE,62,14.52
SIMION TCHETHA,18,55.56
DAMION HILL,19,0
UMUT ASICI,2,50
DIEGO SANTIAGO SANCHEZ,21,76.19
GAKUTO YAMAGUCHI,6,66.67
JACK MANTELL,2,0
JAYVONE DAFNEY,11,18.18
ALEX RIVERA,4,50
NICOLAS BELTRAN,4,0
KYLE BOYD,2,0
LOUIS HORN,2,0
SIPHELELE MYEZA,8,0
NIJAT HASANOV,6,33.33
ISAC BUITIMEA PALAFOX,19,21.05
SABIRZHAN AKKALYKOV,2,100
FELIX FERNANDO VARGAS,18,22.22
PABLO VALDEZ,6,83.33
SAM ABDULRAHIM,6,50
ALEXANDRE BRANSON COLE,2,0
PASITH VISETSO,11,36.36
DYLAN CARLIER,9,11.11
BAKAR GELENIDZE,22,18.18
TIMOTHY MOTEN,11,54.55
MARIO ZABOJNIK,6,50
MOHAMED KASHINDE,29,10.34
ZAZA AMIRIDZE,34,23.53
DEAN EVANS,50,8
SEAN ARKWRIGHT,3,0
FRAZER MORGAN,2,0
JONATHAN ARIEL SOSA,23,17.39
DEMPSEY MADDEN,3,0
LORENZO CALDERA,5,60
ALBANO JUNIOR,2,0
VINCENT AVINA,7,85.71
OBINNA JOSEPH MATHEW,21,95.24
LEON SPINKS III,17,41.18
SEAN NOAKES,2,50
FRANKIE STRINGER,2,0
DONOVAN ESTRELLA,14,28.57
SAQIB KHAN,3,0
LUKE LIDDIARD,1,0
IKER FERNANDEZ,1,0
MARTEZ JACKSON,15,13.33
LIALL MACKENZIE,4,0
MARCELINO CORDOVA RAMON,6,16.67
NUMAN HUSSAIN,2,0
DANIEL WILLIAMS,1,0
TAMAKI MIWA,17,5.88
DANIEL ADUKU,17,58.82
ARTJOM KASPARIAN,4,100
KHETAG PLIEV,7,42.86
KHALID ENNACHAT,2,0
NATHAN SINGH,5,60
LUIS PINA VALENZUELA,11,9.09
LUKE COPE,4,0
TAKAMU HOSOOKA,4,25
BRYAN COLLINS,3,0
JUAN RODRIGUEZ JR,22,22.73
ARTURO BUSTAMANTE,14,35.71
BENJAMIN LAMPTEY,24,37.5
ADNAN REDZOVIC,28,35.71
RYAN VENABLE,16,0
SLADJAN DRAGISIC,42,7.14
MOHAMED ELMAGHRABY,4,50
EDWIN GUTIERREZ GONZALEZ,7,28.57
JAKE GOODWIN,4,0
DENNIS LEWANDOWSKI,21,33.33
MATTHEW ARCILLAS,11,63.64
SAID MBELWA,88,35.23
GABRIEL CHOLA,10,70
EMMANUEL SANCHEZ,24,4.17
ROBERT CASWELL,4,25
MICHAEL SUAREZ,5,40
CRAIG BREWIN,2,0
DAKOTA WITKOPF,6,33.33
JOSH ROONEY WRIGHT,1,0
SABELO NKOSI,8,25
MARCUS ELLIS,3,33.33
SAM DALY,2,0
SALIMU CHAZAMA,23,30.43
GBENGA OLUOKUN,35,40
NANTHAWAT MAOLICHAT,13,53.85
KAHEEL MOSLEY,5,40
TAMAZ AVDIEV,28,0
BOZHIDAR DZHUROV,2,50
MARCUS TOMLINSON,2,0
PEDRO HERNANDEZ MARTINEZ,11,54.55
THOMAS GALBRAITH,2,0
LUIS GALARZA,33,54.55
JEAN GUERRA VARGAS,6,16.67
DAMIAN ESQUISABEL,13,0
DARREN JOHNSTONE,3,0
EDOARDO NODARO,1,0
VINICIUS JORGE MELO DE SANTANA,5,60
DEWAYNE ZEIGLER,13,38.46
JORDI MARTINEZ,3,0
AMAR KAYANI,5,40
ANDRES SANCHEZ RAMIREZ,12,16.67
DAVID RAJUILI,22,13.64
RICK GRAHAM,40,10
RAHEEM MUHAMMAD,2,0
HENRI POTTER,3,0
KEVIN AUDEVES PORTILLO,10,90
IVAN HEREDIA,1,0
OLIVER LAWRENCE,2,50
ARIEL OSMAR MAIDANA,4,0
MARLON KELLY,8,87.5
JONATHAN PEREZ ESPINOZA,3,66.67
MICHAEL LANDERO,40,20
RIZA BAYDILLI,8,100
HUNTER SAM,31,12.9
DANIEL ALBERTO CORONEL,34,8.82
SAM BECK,3,33.33
PIOTR MIRGA,7,0
RAFAEL CARMONA MENDEZ,8,37.5
DANIEL LIM,10,20
FRANCISCO RODRIGUEZ,8,12.5
CAMERAN PANKEY,5,60
VICTOR DAMIAN HERNANDEZ,8,50
JAMIE MELLERS,3,0
KOBY MCNAMARA,3,0
SEAN CAIRNS,12,16.67
DIONIS MARTINEZ,47,8.51
JOHN CASEY,1,0
NEIDER VALDEZ AGUILAR,7,71.43
LARIEL PROENZA,1,0
JEFFREY GALERO,26,30.77
MORGAN SELLAMUTHU,1,0
MADA MAUGO,45,31.11
TOMU GAUNAVOU,9,22.22
LEKAN OBIORA,2,0
JOHN AKURIGO,23,69.57
ZELIMHAN UZUEV,11,45.45
JESUS ANGEL NERIO,26,23.08
JAMIE MORRISSEY,3,33.33
GILBERT VENEGAS JR,13,53.85
EZRA TAYLOR,3,66.67
KESTIN BALTODANO,10,40
OLLIE COOPER,4,0
GABRIEL MENDOZA,40,60
HAMSAT SHADALOV,3,33.33
WILL SIMPSON,1,0
DELMAR THOMAS,7,28.57
BEN VAUGHAN,3,0
DMITRI GLADOSEV,2,50
ALEX BARROS,2,0
TROY ANDERSON JR,5,60
EDUARDO MELENDEZ,39,5.13
JOE GILES,3,0
ANTONIO RODRIGUEZ,40,2.5
KHERON GILPIN,2,0
KRISTOF KOVACS,14,50
KUKIAT KAEWKHAMSRI,7,14.29
HOSEA STEWART,3,0
CLEOTIS PENDARVIS,34,26.47
JOSE MIGUEL DIAZ VALENZUELA,12,8.33
TYLER MARRIOTT,4,0
RUSTEM SHAUMENOV,2,0
ADEL BELHACHEMI,26,3.85
DAVID KHACHATRYAN,3,33.33
KOBILJON BOBOJONOV,7,14.29
FABIAN MONTES,3,33.33
MIGUEL ANGEL VALENCIA,1,0
DENNIS BEGE,3,0
ADAM SIRCAR,4,0
STEFAN COLOVIC,10,70
HAMZA MCHANJO,36,8.33
GIOVANNI MARQUEZ,3,66.67
TIMON DOUGLIN,2,0
ELVIS VEISBERGS,3,0
RICARDO CORTEZ,14,64.29
PAL KOVACS,2,100
ALOYS YOUMBI,2,50
JOSH BREEDEN,3,0
MANUEL GONZALEZ GARCIA,52,11.54
JUAN RODRIGUEZ ROMERO,4,75
FERNANDO FLORES MENDOZA,8,0
NAYAN DESLION,10,40
ANGEL MARRERO,4,0
LEE GLOVER,20,15
LEVI FRANKHAM,3,0
ALEXIS EMANUEL REBOZZIO,4,75
GYVON HENRY,2,0
AXEL MALDONADO,4,0
ARTURO SOLA CALCANEO,6,33.33
ALESSIO MARCHESE,10,0
RYAN DICKENS,4,0
ALIAKSANDR DZEMKA,19,10.53
GHAITH WESLATI,2,50
SERGIU SINIGUR,4,100
KUSHTRIM VESELI,3,66.67
RIAD LABIDI,2,50
CHRISTIAN HOSKIN GOMEZ,52,5.77
FEKER ABBASSI,5,20
MICHAL BULIK,6,33.33
CRISANTO LUCIO,5,60
CHRISTIAN LARRONDO GARCIA,16,25
GIORGI GVINIASHVILI,35,31.43
CESAR CORREA,2,50
JOSHUA GUSTAVE,2,0
TOMS LIMBENS,2,50
KHVICHA GIGOLASHVILI,74,12.16
BRAD BETHELL,2,0
MATEO HANDIG,37,24.32
JASON FAWCETT,3,0
ENVER BZAGUA,2,50
REY DIAZ,5,40
JULIEN DEMEYER,7,71.43
CARLOS MARRERO,14,0
SAMUEL DE LA CRUZ CASTILLO,5,40
ROBBIE GRAHAM,2,0
ALEX ROUND,3,0
ADAM HEPPLE,2,0
BOBBY MORRELL,2,50
MUSTAPHA DOTTO,55,18.18
DAVID BENITEZ,16,12.5
DANNY MARICHALES,12,41.67
CRISON OMAYAO,55,14.55
ANGEL GUEVARA,44,20.45
LEE JOHNSON,2,0
WATCHARIN SAEBE,15,66.67
SERGIO GABRIEL SCARINGI,4,25
ERNIE RUTHERFORD,2,50
AHMED ABDULRAHIM,19,26.32
JOSHUA FRANKHAM,6,33.33
GADZHI NAVRUZOV,1,0
HORIA TRIF,2,0
JENSEN IRVING,4,0
MYKEY LEE BROUGHTON,2,0
BENITO VALENZUELA MIRANDA,3,33.33
DEMIAN GONZALEZ,2,0
JAVIER MERCADO DELGADILLO,44,54.55
MITCHELL FREARSON,8,0
GUILLERMO DEL RIO,8,25
EMIN MINTSAEV,2,0
KOSTYANTYN KORENEV,6,66.67
NICK JONES,14,42.86
DAISUKE SUDO,20,0
JESUS ALBERTO FLORES PORTILLO,7,57.14
ASHLEY LEIGH,1,0
EVGENY ORLOV,36,36.11
EDONIS BERISHA,4,75
EDMUND MUHOBUTA,2,50
IBRAHIM MERCAN,2,0
JOSE LUIS PRIETO,39,46.15
VIKAS SINGH,15,40
ANATOLY GRIGORYAN,1,0
RICARDO ROSAS JUAREZ,11,9.09
JAYLON PRIDGEON,13,61.54
TZEMAL CHOUSEIN OGLOU,11,0
ADAM CARBERRY,3,33.33
KASSIM OUMA,49,36.73
PAUL WALL,3,66.67
DANIEL MENDEZ TORRES,24,45.83
YANGA NDOYANA,12,16.67
FELIX KRIEDEMANN,9,22.22
EDGAR MEDINA ARJONA,12,8.33
RIAD KUNUSHEFCI,3,33.33
JONATHAN KOGASSO,3,66.67
JAROL CERVERA NOH,3,0
FREDRICH NGHUTENANYE,5,0
JAYDON VIGIL,9,66.67
LUIS CABRERA,3,33.33
HARRY KINSELLA,1,0
LUCIANO CHACON,2,50
TYRRELL WASHINGTON,4,75
SAMI ENBOM,29,37.93
JEAN CARLOS VARGAS,7,71.43
ANDY SIMPSON,1,0
JOSH WISHER,2,0
KANE SALVIN,7,0
MOSES JOLLY,1,0
OSCAR GARCIA,8,37.5
IWIER HENRIQUEZ,27,18.52
ETHAN BROWN,1,0
OLIVIER TSHITUMBI,4,25
RUBEN CAZALES,2,50
LIMBANI LANO,16,25
KYLE DAVIES,1,0
ALEKSANDROS MARINI,4,0
JAKE ANDREWS,2,0
RAMON OLIVAS ECHEVERRIA,38,28.95
RYAN MAANO,20,5
MANOLO BACCHINI,3,0
JOEL SHOJGREEN,17,70.59
JAMES FRANCIS,1,0
BALRAJ KHARA,2,0
NATHAN GRAHAM,33,18.18
NICKY VITONE,11,63.64
CSABA NEMETH,2,100
LIAM HAYES,2,0
TIGRAN SOGOYAN,5,80
APISIT SANGMUANG,13,53.85
FRANCISCO VILLANUEVA,56,19.64
JAMES MURRIN,2,0
MITCHELL LECONTE,8,87.5
ALFONSO LLANES,11,27.27
MARCO SIMMONDS,1,0
NODAR ROBAKIDZE,66,7.58
LEWIS HOWELLS,1,0
RAYMOND CHACON,63,0
DANIEL EVANGELISTA JR,37,43.24
MICHAEL OGUNDO,32,40.63
GREGORY TRENEL,27,22.22
MAURO GUTIERREZ OCHOA,6,0
IVO ZEDNICEK,14,21.43
ALI S BAKARI,5,20
ABNER FIGUEROA COTTO,2,0
YOGLI HERRERA,64,32.81
HAKEEM PALMER,2,0
BRETT EGAN,1,0
JOHN BRAND,6,50
EMMANUEL COTA,7,100
GERMAN IVAN MERAZ,132,31.06
NIKA NAKASHIDZE,25,8
ALAN BELCHER,5,100
JONATHAN PEREZ ZUNIGA,10,30
APHINAT KUNCHAETHONG,7,28.57
SUCCESS TETTEH,14,57.14
HAFENI NGESHEYA,3,66.67
EMILIO SALAS,11,27.27
SAMEER ANWAR PANDYA,5,60
SAMUEL CAVRET,6,0
RYUTA MIYOSHI,7,42.86
DANIEL LARTEY,23,56.52
HARRISON HOBSON,3,0
JOSE MEDINA MORA,26,30.77
SERGE SAHAKYAN,10,10
FRANCISCO RIOS AMEZQUITA,27,33.33
JERMARCO HOLLOWAY,5,40
LIAM PHILIP,3,0
MICHAEL FAFERA,7,28.57
MALI WRIGHT,3,33.33
BRUNO IGOR HONG,20,30
CARLOS VALENZUELA PACHECO,3,100
NATHAN FARRELL-MATHER,5,0
MANUEL YAHUACA,9,22.22
TERELL BOSTIC,8,12.5
MOEZ ZINAD,4,25
ORKHAN GADZHIEV,15,60
RAFAEL RIOS,15,53.33
IGOR VILCHITSKY,11,9.09
PIERRE WILLIAMS,9,44.44
NICAT MAMMADOV,3,0
NORBERTO ORLANDO OYOLA,9,0
YAROSLAV DORONICHEV,2,0
RONNIE GLASS,13,46.15
RYAN SCHWARTZBERG,10,10
ALEXANDER ZUBKOV,13,53.85
MOHAMED SOLTBY,19,52.63
MURODJON YOKUBOV,9,55.56
SPARTAK SHENGELIA,20,10
CARL ROGERS,4,0
JOAN LIQUE,8,0
ISAAC CARBONELL,6,83.33
LULZIM BAJRAMI,8,50
ADEYEMI ADEKANLA,8,25
KENTA TAGUCHI,17,5.88
KENSUKE SUZUKI,6,16.67
TROY JONES,3,0
ADRIAN IBARRA,4,50
JOSE BELLOSO,6,66.67
RICKY MANUFOE,69,15.94
TOMMY HOULE,5,0
EVGENII VAZEM,45,8.89
KEVIN WOMACK JR,35,20
KAREN MIRZOYAN,2,50
JEFFREY QUINTERO,26,34.62
GEORGE NAVARRO,11,36.36
ISAAC MARTIN LEAL,4,75
MPILO CELE,6,33.33
YOUSIF SALEH,9,33.33
GONZALO ANDREASEN,19,36.84
EMMANUEL MOGAWA,11,18.18
NAOKI KABAYAMA,13,7.69
ELIAS MONTOYA TERRAZA,4,50
RONALD MONTES,37,45.95
ABEL CRUZ MENDOZA,27,29.63
MAXIMILIANO JORGE GOMEZ,36,36.11
MARCO ANTONIO CANEDO,7,28.57
AIDAN WILLIAMSON,2,50
JACOB DICKSON,8,87.5
MARCELO ALEJANDRO CHANCALAY,9,11.11
MASSIMO NOTARI,10,0
IBRAHIM MAOKOLA,26,34.62
GIORGI GOGATISHVILI,6,33.33
FATIH ULUSOY,3,33.33
CARLOS REYES,26,19.23
GAVINO GUAMAN,12,16.67
FREEMAN MABVONGWE,9,44.44
KAMRONBEK ESHMATOV,3,100
BLAGOVEST NEDELCHEV,5,80
ANTONIO GUZMAN,25,72
CARLOS RODRIGUEZ,3,100
DANIELE BENEDETTO,4,0
TAITO NAKAMURA,2,50
ZUHAYR AL-QAHTANI,9,0
GERARDO VALENZUELA MUNOZ,12,75
SHABANI ALLY NDARO,4,50
EDWIN TERCERO,39,10.26
JAVIER CARRERA TINAJERO,24,50
YOANN BLOYER,66,6.06
ALEXANDER LIKANDE,16,12.5
ISAAC FREEMAN,16,18.75
TEMUR MAMOYAN,2,100
OMAR ROSALES,11,45.45
SERGIO ANTONIO GONZALEZ,9,33.33
CARLOS RUBEN DARIO RUIZ,34,29.41
FERUZ YULDOSHEV,14,35.71
EMMANUEL FEUZEU,24,16.67
JOSE ANTONIO TRAICOVICH,2,100
DAVID COTADO,6,33.33
ADOLFO PEREZ LOPEZ,6,50
MUSTAPHA AMADU,4,25
